Longitud	Latitud
-88.919409	20.483361
-88.919409	21.150029
-89.002743	20.941695
-89.169409	21.233362
-89.252743	20.733362
-89.41941	20.316695
-89.627743	21.191695
-89.711076	20.191695
-89.752743	20.358361
-89.91941	20.566695
-88.086075	20.733362
-88.169409	20.983362
-88.169409	21.150029
-87.419408	21.233362
-87.711075	21.483362
-87.752742	20.483361
-88.169409	21.191695
-88.169409	21.566696
-88.211075	21.150029
-88.252742	21.525029
-88.294409	19.650027
-88.336075	21.358362
-88.419409	19.608361
-88.461075	21.483362
-88.502742	21.525029
-88.544409	19.608361
-88.544409	21.483362
-88.794409	19.816694
-89.044409	20.066694
-89.377743	20.275028
-89.502743	20.233361
-89.586076	20.400028
-89.586076	20.441695
-89.627743	20.400028
-89.627743	20.858362
-89.627743	20.983362
-88.169409	21.608362
-88.377742	21.566696
